"year","sector","activity","domestic_va_musd","total_va_musd","domestic_share","domestic_share_pct"
2011,"Wood, paper & printing","C16T18",11494.713,20897.06,0.550063645316614,55.0063645316614
2012,"Wood, paper & printing","C16T18",10314.235,18578.129,0.555181579372175,55.5181579372175
2013,"Wood, paper & printing","C16T18",10305.348,18651.26,0.552528247421354,55.2528247421354
2014,"Wood, paper & printing","C16T18",10074.249,18810.738,0.535558413497652,53.5558413497652
2015,"Wood, paper & printing","C16T18",8203.386,15657.386,0.523930750637431,52.3930750637431
2016,"Wood, paper & printing","C16T18",8449.529,15797.722,0.53485743071058,53.485743071058
2017,"Wood, paper & printing","C16T18",8633.995,16337.152,0.52848838034928,52.848838034928
2018,"Wood, paper & printing","C16T18",8927.622,17493.423,0.510341629536998,51.0341629536998
2019,"Wood, paper & printing","C16T18",8497.243,16571.072,0.512775697311556,51.2775697311556
2020,"Wood, paper & printing","C16T18",7705.395,15616.814,0.493403776211973,49.3403776211973
2021,"Wood, paper & printing","C16T18",8363.53,17376.634,0.481308980784196,48.1308980784196
2022,"Wood, paper & printing","C16T18",9014.16,18782.895,0.479913240211373,47.9913240211373
