"sector","year","indicator","gva","panel","gross_value_added_ths_eur","french_va_in_foreign_final_use_ths_eur","foreign_va_in_french_final_use_ths_eur","french_va_in_french_final_use_ths_eur","total_va_in_french_final_use_ths_eur","french_share","french_share_pct","color"
"Motor vehicles",2016,"C29","C29",2,13766229,9230341.265,16052010.352,4535887.735,20587898.087,0.22031815563844,22.031815563844,"#4e79a7"
"Motor vehicles",2017,"C29","C29",2,14221931,9532744.514,16258538.679,4689186.486,20947725.165,0.223851823960093,22.3851823960093,"#4e79a7"
"Motor vehicles",2018,"C29","C29",2,13784735,9231547.755,16809130.256,4553187.245,21362317.501,0.213141071645755,21.3141071645755,"#4e79a7"
"Motor vehicles",2019,"C29","C29",2,14119471,9514158.389,17098902.101,4605312.611,21704214.712,0.212185175649492,21.2185175649492,"#4e79a7"
"Motor vehicles",2020,"C29","C29",2,11252727,6942166.66,14507517.929,4310560.34,18818078.269,0.229064853402221,22.9064853402221,"#4e79a7"
"Motor vehicles",2021,"C29","C29",2,13301339,8266053.917,16064494.85,5035285.083,21099779.933,0.238641592423664,23.8641592423664,"#4e79a7"
"Motor vehicles",2022,"C29","C29",2,14710518,9521738.984,17684883.207,5188779.016,22873662.223,0.226845135921548,22.6845135921548,"#4e79a7"
"Motor vehicles",2023,"C29","C29",2,16164218,10138898.083,19341614.843,6025319.917,25366934.76,0.237526527111232,23.7526527111232,"#4e79a7"
"Other transport equipment",2010,"C30","C30",2,12758441,11016255.778,3117063.268,1742185.222,4859248.49,0.358529765576981,35.8529765576981,"#af7aa1"
"Other transport equipment",2011,"C30","C30",2,11372956,9626459.001,4288523.895,1746496.999,6035020.894,0.289393695510874,28.9393695510874,"#af7aa1"
"Other transport equipment",2012,"C30","C30",2,13456669,11672770.243,4416098.689,1783898.757,6199997.446,0.287725724492177,28.7725724492177,"#af7aa1"
"Other transport equipment",2013,"C30","C30",2,14791951,12970314.859,3871891.017,1821636.141,5693527.158,0.319948617166146,31.9948617166146,"#af7aa1"
"Other transport equipment",2014,"C30","C30",2,15517466,13308835.566,4438988.121,2208630.434,6647618.555,0.332243857815635,33.2243857815635,"#af7aa1"
"Other transport equipment",2015,"C30","C30",2,17843537,15544730.919,4871111.271,2298806.081,7169917.352,0.320618211918268,32.0618211918268,"#af7aa1"
"Other transport equipment",2016,"C30","C30",2,18203474,16233966.425,4533141.82,1969507.575,6502649.395,0.302877712661917,30.2877712661917,"#af7aa1"
"Other transport equipment",2017,"C30","C30",2,17788011,15419184.762,5190616.812,2368826.238,7559443.05,0.313359889390264,31.3359889390264,"#af7aa1"
"Other transport equipment",2018,"C30","C30",2,21640527,19496519.578,4322780.005,2144007.422,6466787.427,0.331541348189115,33.1541348189115,"#af7aa1"
"Other transport equipment",2019,"C30","C30",2,23000316,20818214.404,3618953.909,2182101.596,5801055.505,0.376155958880107,37.6155958880107,"#af7aa1"
"Other transport equipment",2020,"C30","C30",2,16494384,14028801.861,3929335.636,2465582.139,6394917.775,0.38555337625119,38.555337625119,"#af7aa1"
"Other transport equipment",2021,"C30","C30",2,17537754,15511935.735,2112100.115,2025818.265,4137918.38,0.489574244574636,48.9574244574636,"#af7aa1"
"Other transport equipment",2022,"C30","C30",2,19063711,16864841.857,3319936.74,2198869.143,5518805.883,0.398432050268944,39.8432050268944,"#af7aa1"
"Other transport equipment",2023,"C30","C30",2,21044136,18522804.731,2425327.082,2521331.269,4946658.351,0.509703943570369,50.9703943570369,"#af7aa1"
